user_id,interest_data_analysis,interest_ai_ml,interest_software_development,interest_web_development,interest_cloud_infrastructure,interest_business_problem_solving,skill_python,skill_sql,skill_statistics,skill_machine_learning,skill_programming_fundamentals,skill_web_development,skill_cloud,skill_devops,skill_data_visualisation,skill_git,preferred_work_type,preferred_learning_style,career_goal,target_role
U01268,5,4,4,1,2,5,5,4,5,5,3,1,1,2,4,3,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01269,4,4,2,2,3,3,5,3,5,4,4,1,2,3,4,1,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01270,4,4,3,1,3,3,4,4,5,5,4,1,4,1,4,4,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01271,4,5,4,2,2,3,4,3,5,4,3,2,1,1,3,4,Analytical,Project-Based,Build AI Systems,Data Scientist
U01272,4,5,3,1,2,4,4,4,4,5,2,1,2,2,3,3,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01273,5,5,3,1,2,5,4,3,5,4,4,1,3,1,3,4,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01274,3,5,2,2,2,2,4,3,5,4,3,1,1,1,3,3,Analytical,Theory-First,Work with Data,Data Scientist
U01275,4,4,3,2,1,4,5,4,5,5,4,2,3,2,4,3,Analytical,Theory-First,Build AI Systems,Data Scientist
U01276,3,4,3,1,3,2,4,3,4,4,3,1,2,1,3,5,Analytical,Theory-First,Work with Data,Data Scientist
U01277,5,4,2,1,2,3,4,3,4,4,4,1,1,1,3,3,Analytical,Theory-First,Work with Data,Data Scientist
U01278,4,4,2,2,1,3,4,3,5,5,3,2,2,2,3,3,Research-Oriented,Practical,Work with Data,Data Scientist
U01279,4,5,2,1,1,4,4,3,5,4,3,2,2,1,3,2,Analytical,Practical,Build AI Systems,Data Scientist
U01280,4,4,2,1,3,3,4,3,5,4,3,2,2,1,4,4,Analytical,Project-Based,Build AI Systems,Data Scientist
U01281,4,5,3,1,4,3,5,3,4,4,3,1,3,1,4,4,Research-Oriented,Practical,Work with Data,Data Scientist
U01282,5,5,3,2,1,4,5,4,4,5,3,1,2,2,4,4,Analytical,Practical,Work with Data,Data Scientist
U01283,4,5,4,1,2,3,5,4,4,3,4,1,1,2,4,4,Analytical,Project-Based,Build AI Systems,Data Scientist
U01284,5,5,3,1,1,4,4,5,5,4,3,1,3,1,3,2,Analytical,Project-Based,Build AI Systems,Data Scientist
U01285,5,3,2,1,3,4,4,4,5,5,3,3,1,2,5,3,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01286,5,4,4,2,2,3,5,4,5,5,3,3,3,2,3,2,Analytical,Practical,Build AI Systems,Data Scientist
U01287,4,5,2,1,1,3,4,4,4,5,5,1,1,1,4,4,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01288,5,5,2,2,1,5,4,4,5,5,3,2,1,2,2,4,Analytical,Theory-First,Build AI Systems,Data Scientist
U01289,4,5,2,1,3,3,4,4,4,4,3,2,3,1,4,3,Analytical,Project-Based,Build AI Systems,Data Scientist
U01290,4,4,4,2,1,3,5,3,4,4,3,2,2,1,3,2,Analytical,Practical,Work with Data,Data Scientist
U01291,5,4,2,1,1,4,5,5,5,5,4,2,3,2,4,3,Analytical,Project-Based,Build AI Systems,Data Scientist
U01292,5,5,3,1,2,4,4,4,5,4,3,2,2,2,4,4,Analytical,Practical,Work with Data,Data Scientist
U01293,5,4,1,2,1,5,4,4,5,4,4,2,1,1,3,4,Analytical,Project-Based,Build AI Systems,Data Scientist
U01294,5,4,4,1,1,4,3,4,5,4,3,1,2,2,3,3,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01295,5,4,5,1,1,5,4,3,4,5,3,1,2,2,4,4,Analytical,Theory-First,Work with Data,Data Scientist
U01296,4,5,4,1,2,5,5,3,4,3,3,2,3,1,4,4,Analytical,Practical,Work with Data,Data Scientist
U01297,5,5,1,2,1,4,4,3,4,4,3,1,2,1,3,3,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01298,5,5,1,1,1,5,4,3,4,5,5,2,2,1,3,2,Analytical,Project-Based,Build AI Systems,Data Scientist
U01299,5,5,1,2,1,2,5,3,5,4,4,3,1,1,3,3,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01300,5,5,3,1,1,3,3,4,4,5,3,2,1,1,4,3,Analytical,Theory-First,Build AI Systems,Data Scientist
U01301,5,3,4,2,2,4,4,3,5,4,4,2,2,1,3,2,Analytical,Practical,Work with Data,Data Scientist
U01302,4,5,4,1,1,4,5,3,4,4,4,2,2,1,3,5,Research-Oriented,Practical,Work with Data,Data Scientist
U01303,5,5,2,1,2,3,5,3,4,4,3,1,1,1,4,4,Analytical,Project-Based,Work with Data,Data Scientist
U01304,4,5,3,1,1,4,5,5,5,4,5,1,2,2,3,3,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01305,5,4,2,2,2,3,5,4,5,5,3,2,2,2,4,3,Analytical,Practical,Build AI Systems,Data Scientist
U01306,4,5,3,1,1,3,4,2,4,5,4,1,4,2,3,2,Analytical,Theory-First,Work with Data,Data Scientist
U01307,4,4,4,2,1,3,4,4,5,5,4,1,3,2,3,3,Analytical,Practical,Work with Data,Data Scientist
U01308,5,4,4,2,1,4,5,5,5,4,4,2,1,1,3,2,Analytical,Theory-First,Build AI Systems,Data Scientist
U01309,5,4,2,1,1,4,4,4,4,4,4,2,3,1,4,3,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01310,4,4,2,1,2,4,5,5,4,5,4,3,1,1,4,2,Analytical,Practical,Build AI Systems,Data Scientist
U01311,5,4,4,2,2,5,4,4,4,5,4,2,2,2,3,3,Analytical,Practical,Work with Data,Data Scientist
U01312,5,4,2,2,3,3,4,4,5,5,4,1,2,2,3,4,Analytical,Practical,Build AI Systems,Data Scientist
U01313,4,5,4,1,1,3,5,3,4,5,3,2,3,2,3,3,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01314,3,4,3,3,3,3,5,4,4,5,4,2,2,2,4,2,Analytical,Project-Based,Work with Data,Data Scientist
U01315,5,4,3,2,2,3,3,3,5,5,3,2,4,1,3,2,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01316,5,5,2,1,3,4,4,4,5,5,4,2,1,2,4,2,Analytical,Project-Based,Work with Data,Data Scientist
U01317,3,4,4,2,3,4,4,3,4,4,2,1,3,2,3,3,Analytical,Theory-First,Build AI Systems,Data Scientist
U01318,4,4,2,1,2,3,4,5,3,5,3,2,1,2,3,5,Analytical,Practical,Work with Data,Data Scientist
U01319,4,4,3,1,1,5,4,4,5,4,2,2,2,2,3,3,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01320,5,5,4,2,1,5,5,4,5,5,4,1,2,2,4,4,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01321,5,5,4,1,1,5,4,4,5,4,4,1,4,1,3,2,Analytical,Practical,Build AI Systems,Data Scientist
U01322,4,5,3,2,1,3,5,5,4,5,4,1,2,2,3,4,Analytical,Project-Based,Work with Data,Data Scientist
U01323,4,5,3,2,1,5,4,4,5,4,4,1,2,2,3,5,Analytical,Project-Based,Work with Data,Data Scientist
U01324,5,4,2,2,2,4,4,2,5,5,3,2,3,2,3,4,Analytical,Practical,Work with Data,Data Scientist
U01325,4,5,3,1,1,3,4,3,5,5,4,2,1,1,3,2,Analytical,Practical,Work with Data,Data Scientist
U01326,5,5,3,1,3,4,5,4,4,5,3,2,1,1,4,3,Analytical,Theory-First,Build AI Systems,Data Scientist
U01327,4,4,4,2,2,5,4,4,4,5,4,1,3,1,4,4,Analytical,Practical,Build AI Systems,Data Scientist
U01328,4,5,2,2,2,4,4,5,5,5,4,1,3,1,3,2,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01329,5,5,2,1,3,5,4,3,4,5,3,2,3,1,4,2,Research-Oriented,Practical,Work with Data,Data Scientist
U01330,4,5,5,1,3,4,4,4,3,5,4,2,3,2,3,2,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01331,4,4,4,1,1,5,4,3,5,5,3,1,3,1,3,2,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01332,5,5,4,2,2,3,5,5,5,4,3,2,1,1,2,3,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01333,3,4,2,1,2,5,5,3,3,4,4,3,3,1,3,3,Analytical,Project-Based,Work with Data,Data Scientist
U01334,5,4,5,1,3,4,5,3,5,4,3,2,1,1,4,4,Analytical,Theory-First,Build AI Systems,Data Scientist
U01335,4,5,3,1,1,5,4,4,5,3,3,2,3,3,4,4,Research-Oriented,Practical,Work with Data,Data Scientist
U01336,5,4,3,1,1,3,5,3,5,3,4,2,2,2,3,3,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01337,5,5,4,1,2,5,5,4,5,4,3,2,2,1,4,2,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01338,4,5,2,2,1,4,5,3,4,5,3,3,3,2,3,3,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01339,4,4,2,1,2,3,5,3,5,5,3,1,1,2,4,3,Analytical,Practical,Build AI Systems,Data Scientist
U01340,5,5,2,2,4,3,4,3,4,5,5,2,1,3,4,3,Analytical,Project-Based,Work with Data,Data Scientist
U01341,4,4,4,1,1,3,4,4,5,4,4,1,5,2,3,3,Analytical,Practical,Build AI Systems,Data Scientist
U01342,5,4,3,2,1,5,5,5,4,5,3,1,3,2,4,1,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01343,5,5,2,1,1,4,4,5,5,4,3,2,5,2,4,2,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01344,5,4,3,2,2,4,4,3,4,5,4,1,3,2,3,3,Analytical,Project-Based,Build AI Systems,Data Scientist
U01345,4,5,4,1,3,3,3,4,5,5,3,2,2,1,4,4,Analytical,Practical,Build AI Systems,Data Scientist
U01346,5,5,2,2,2,5,4,4,4,4,3,2,3,2,4,2,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01347,4,4,3,1,3,2,3,3,5,5,4,2,1,1,4,3,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01348,5,4,4,2,2,3,4,4,5,4,4,1,1,2,3,4,Analytical,Project-Based,Work with Data,Data Scientist
U01349,4,4,3,1,3,2,4,5,5,5,4,1,1,2,2,2,Analytical,Theory-First,Work with Data,Data Scientist
U01350,5,5,2,1,4,5,4,3,4,5,4,1,1,2,4,3,Analytical,Practical,Build AI Systems,Data Scientist
U01351,5,5,3,1,1,3,5,4,5,4,3,2,1,1,4,3,Research-Oriented,Practical,Work with Data,Data Scientist
U01352,4,4,2,2,3,4,4,4,5,4,4,2,2,1,4,1,Analytical,Project-Based,Work with Data,Data Scientist
U01353,5,5,2,2,2,5,5,4,5,5,3,1,1,1,3,5,Analytical,Project-Based,Build AI Systems,Data Scientist
U01354,5,4,5,1,3,3,3,5,4,4,3,2,3,1,4,4,Analytical,Theory-First,Work with Data,Data Scientist
U01355,4,5,2,2,1,4,4,3,4,4,4,1,2,1,3,3,Analytical,Practical,Work with Data,Data Scientist
U01356,5,4,2,2,1,4,5,4,4,5,4,2,1,1,3,2,Analytical,Project-Based,Build AI Systems,Data Scientist
U01357,4,5,3,1,1,5,3,5,5,4,4,1,3,1,3,3,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01358,4,5,3,1,2,5,5,3,3,5,4,2,1,1,4,4,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01359,5,4,3,2,3,5,5,3,5,4,4,2,1,2,5,4,Analytical,Project-Based,Work with Data,Data Scientist
U01360,5,4,4,2,1,4,4,3,4,5,4,1,3,1,3,4,Analytical,Project-Based,Work with Data,Data Scientist
U01361,4,4,4,1,3,2,3,4,4,5,4,2,3,2,3,4,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01362,4,5,2,1,2,5,4,4,5,4,4,1,3,3,2,4,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01363,4,4,3,1,2,3,4,3,5,4,4,1,4,1,2,2,Analytical,Practical,Work with Data,Data Scientist
U01364,4,3,3,1,2,5,5,3,5,5,4,2,3,1,4,4,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01365,4,5,4,2,1,3,4,5,5,4,3,2,3,2,3,4,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01366,4,5,3,1,1,2,4,5,5,5,3,1,1,1,3,3,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01367,5,5,2,1,1,3,4,3,5,4,4,2,4,1,4,3,Analytical,Practical,Build AI Systems,Data Scientist
U01368,4,5,4,2,2,5,4,4,4,4,4,2,1,1,4,3,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01369,4,4,3,1,1,3,5,5,5,4,3,1,3,2,3,4,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01370,4,4,4,1,3,3,4,4,4,5,4,2,2,1,3,4,Analytical,Theory-First,Build AI Systems,Data Scientist
U01371,5,5,4,1,4,3,5,4,4,4,4,2,1,2,3,3,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01372,4,5,3,1,2,5,5,2,5,5,3,1,1,1,4,2,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01373,4,5,2,2,3,4,5,3,4,5,4,1,4,1,3,3,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01374,5,4,2,2,2,5,5,3,5,4,3,2,3,1,4,4,Analytical,Project-Based,Work with Data,Data Scientist
U01375,5,5,3,2,3,5,5,4,5,4,4,1,2,1,3,3,Analytical,Project-Based,Build AI Systems,Data Scientist
U01376,5,4,3,2,3,3,4,4,5,4,4,1,3,2,4,2,Analytical,Project-Based,Work with Data,Data Scientist
U01377,4,4,3,2,3,4,4,3,4,5,4,2,2,1,4,1,Analytical,Theory-First,Build AI Systems,Data Scientist
U01378,4,5,3,2,3,4,4,3,4,3,4,1,3,2,4,4,Analytical,Practical,Build AI Systems,Data Scientist
U01379,5,5,4,1,1,4,5,4,5,5,3,1,2,1,3,3,Analytical,Practical,Build AI Systems,Data Scientist
U01380,5,4,2,2,1,5,5,3,4,4,4,1,3,2,3,3,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01381,4,4,2,1,1,5,5,3,5,4,4,1,3,1,3,4,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01382,5,5,5,1,1,4,5,4,5,5,4,2,1,3,5,4,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01383,5,4,2,2,1,4,5,3,5,5,3,1,1,3,4,3,Research-Oriented,Practical,Work with Data,Data Scientist
U01384,5,5,4,1,2,3,4,5,4,4,3,2,2,1,3,4,Analytical,Project-Based,Work with Data,Data Scientist
U01385,5,5,3,1,2,3,4,4,4,4,3,1,2,1,3,4,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01386,4,5,3,1,3,4,5,4,4,5,2,1,1,1,4,3,Analytical,Practical,Build AI Systems,Data Scientist
U01387,5,4,3,1,1,2,5,3,5,5,4,1,1,2,3,2,Analytical,Practical,Build AI Systems,Data Scientist
U01388,5,4,4,1,2,5,4,3,4,4,3,1,2,2,3,2,Analytical,Project-Based,Work with Data,Data Scientist
U01389,5,5,4,2,2,4,5,4,5,4,4,1,3,1,3,4,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01390,4,4,3,3,3,4,5,5,5,5,3,1,2,2,4,2,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01391,5,5,3,2,3,5,4,5,5,3,3,1,3,1,4,3,Analytical,Theory-First,Work with Data,Data Scientist
U01392,4,5,2,3,3,2,4,4,5,4,3,1,3,2,4,2,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01393,5,5,4,1,2,5,5,2,4,4,5,2,2,1,3,2,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01394,4,5,4,2,2,3,4,2,4,5,4,1,2,1,4,3,Analytical,Practical,Build AI Systems,Data Scientist
U01395,4,4,5,2,1,4,5,4,5,4,3,2,3,1,3,2,Analytical,Practical,Work with Data,Data Scientist
U01396,4,5,1,2,2,3,4,3,5,5,3,2,3,1,5,2,Analytical,Project-Based,Build AI Systems,Data Scientist
U01397,4,5,3,2,3,3,5,4,5,3,3,2,2,3,3,4,Analytical,Practical,Work with Data,Data Scientist
U01398,5,5,4,2,3,4,4,3,5,5,4,2,3,1,4,3,Analytical,Theory-First,Build AI Systems,Data Scientist
U01399,4,4,2,2,2,3,5,4,4,4,4,3,3,1,4,3,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01400,5,4,3,3,1,3,5,4,5,3,3,1,2,2,4,2,Analytical,Practical,Build AI Systems,Data Scientist
U01401,3,4,4,1,3,4,5,4,5,5,3,1,1,1,3,2,Analytical,Project-Based,Work with Data,Data Scientist
U01402,5,5,4,1,3,4,4,5,5,5,4,2,4,1,4,3,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01403,5,3,3,2,2,4,4,4,5,5,3,1,1,2,5,2,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01404,5,4,1,1,2,4,5,4,5,5,4,2,2,1,3,2,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01405,5,5,3,1,3,4,5,4,4,5,3,2,1,2,4,2,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01406,4,5,3,2,3,5,4,5,4,5,3,2,3,2,4,2,Analytical,Project-Based,Work with Data,Data Scientist
U01407,3,4,4,1,2,5,4,3,5,5,2,1,2,1,3,4,Analytical,Project-Based,Build AI Systems,Data Scientist
U01408,5,4,2,1,1,3,5,5,5,5,5,2,3,1,4,2,Analytical,Practical,Build AI Systems,Data Scientist
U01409,5,4,3,2,1,3,5,4,5,5,3,1,3,1,4,4,Analytical,Project-Based,Work with Data,Data Scientist
U01410,5,5,2,2,2,4,4,4,3,5,3,2,1,2,4,2,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01411,5,5,4,1,1,3,5,4,5,4,4,1,3,3,3,3,Analytical,Practical,Work with Data,Data Scientist
U01412,5,4,3,1,1,5,3,3,5,4,4,2,3,2,3,2,Analytical,Practical,Work with Data,Data Scientist
U01413,4,4,2,2,3,4,5,3,4,4,3,1,4,2,5,4,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01414,5,5,5,2,3,4,5,3,4,4,3,2,2,1,3,2,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01415,4,4,3,2,1,4,5,5,5,4,4,1,1,2,3,3,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01416,4,5,4,1,3,5,4,4,4,5,4,1,2,1,4,3,Analytical,Project-Based,Work with Data,Data Scientist
U01417,5,5,4,2,1,5,5,4,3,4,3,2,3,2,4,4,Analytical,Theory-First,Work with Data,Data Scientist
U01418,4,5,3,1,2,3,4,3,5,4,3,2,2,1,4,3,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01419,5,4,2,1,1,5,5,5,5,4,4,1,3,1,3,3,Analytical,Project-Based,Build AI Systems,Data Scientist
U01420,4,4,3,2,2,3,3,3,4,4,5,1,4,2,4,3,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01421,4,4,4,2,2,4,5,3,4,5,3,2,2,2,4,3,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01422,4,5,2,2,2,5,5,4,4,4,4,2,2,1,3,2,Analytical,Practical,Work with Data,Data Scientist
U01423,5,4,2,1,1,2,4,3,5,4,3,2,3,2,2,2,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01424,5,5,3,2,2,4,4,2,4,3,3,1,3,1,3,4,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01425,4,5,3,1,1,4,5,4,4,5,3,1,1,1,4,4,Analytical,Practical,Work with Data,Data Scientist
U01426,4,3,4,2,1,4,5,5,4,5,4,1,2,2,2,4,Analytical,Theory-First,Work with Data,Data Scientist
U01427,4,5,1,2,4,3,5,5,5,5,4,2,1,2,4,4,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01428,5,5,4,2,2,3,3,3,5,5,4,1,4,3,4,4,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01429,3,4,3,1,3,3,4,3,5,4,4,2,2,2,4,1,Analytical,Project-Based,Work with Data,Data Scientist
U01430,4,4,2,3,3,3,5,4,5,5,3,2,2,1,3,4,Analytical,Practical,Work with Data,Data Scientist
U01431,4,3,4,1,1,3,4,4,4,4,3,2,1,1,3,3,Analytical,Project-Based,Build AI Systems,Data Scientist
U01432,4,5,3,1,1,4,4,4,5,4,3,2,1,2,3,3,Analytical,Practical,Build AI Systems,Data Scientist
U01433,4,5,2,2,3,5,5,4,5,5,2,2,3,1,3,2,Research-Oriented,Practical,Work with Data,Data Scientist
U01434,5,5,2,2,1,4,4,3,5,5,3,1,2,1,3,2,Research-Oriented,Practical,Work with Data,Data Scientist
U01435,4,4,3,1,3,4,5,3,5,4,3,1,1,1,2,2,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01436,4,5,4,2,2,4,5,4,3,5,3,2,3,1,4,4,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01437,3,4,4,2,3,4,5,3,4,5,4,1,3,1,2,3,Research-Oriented,Practical,Work with Data,Data Scientist
U01438,4,4,2,1,3,4,5,4,4,4,4,1,2,1,4,3,Analytical,Theory-First,Build AI Systems,Data Scientist
U01439,5,4,4,2,1,3,4,3,4,5,4,1,3,1,4,3,Analytical,Practical,Build AI Systems,Data Scientist
U01440,5,4,1,1,2,4,5,4,4,4,5,1,3,2,5,3,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01441,5,4,2,2,3,4,4,3,5,4,4,1,4,2,4,3,Analytical,Theory-First,Work with Data,Data Scientist
U01442,5,4,1,1,2,4,4,3,4,4,4,1,4,1,4,4,Analytical,Practical,Build AI Systems,Data Scientist
U01443,5,3,2,1,3,4,4,4,4,4,4,1,3,2,3,2,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01444,4,4,3,1,2,4,4,4,5,4,3,2,3,1,3,2,Research-Oriented,Practical,Work with Data,Data Scientist
U01445,5,5,4,1,2,5,4,5,3,4,4,1,2,1,4,3,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01446,5,5,4,1,2,3,3,4,4,5,3,1,3,1,3,3,Analytical,Theory-First,Work with Data,Data Scientist
U01447,5,3,4,1,3,2,4,4,5,4,3,2,2,1,4,4,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01448,5,5,2,2,3,5,5,5,5,4,4,2,1,1,4,2,Analytical,Project-Based,Work with Data,Data Scientist
U01449,5,5,1,1,2,3,5,2,5,5,3,2,2,3,3,2,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01450,5,5,2,1,1,5,5,4,5,3,4,2,3,2,3,3,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01451,4,5,2,1,1,4,3,4,4,4,3,1,2,1,4,3,Analytical,Theory-First,Build AI Systems,Data Scientist
U01452,4,4,4,2,1,5,4,5,4,4,4,2,3,2,3,2,Analytical,Project-Based,Work with Data,Data Scientist
U01453,5,4,3,2,1,3,5,3,4,4,4,2,1,1,3,2,Analytical,Project-Based,Build AI Systems,Data Scientist
U01454,5,4,4,2,1,3,3,4,5,5,3,1,3,1,4,4,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01455,5,3,2,2,1,5,5,4,4,5,3,2,1,1,3,3,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01456,5,5,3,2,1,3,5,3,3,5,4,1,3,1,4,2,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01457,4,4,2,1,1,3,4,3,5,4,3,3,2,1,3,4,Analytical,Theory-First,Work with Data,Data Scientist
U01458,5,3,2,1,2,4,5,4,5,4,3,1,1,1,4,3,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01459,5,5,2,1,1,3,4,4,5,5,4,1,3,2,5,4,Analytical,Theory-First,Work with Data,Data Scientist
U01460,5,4,3,1,3,3,5,4,4,4,5,2,2,2,4,2,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01461,5,4,3,1,1,4,4,4,5,5,4,1,3,2,5,2,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01462,4,5,3,1,1,3,5,4,5,5,4,1,2,1,3,4,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01463,5,4,1,1,1,5,5,3,4,4,3,2,2,2,4,2,Analytical,Theory-First,Work with Data,Data Scientist
U01464,5,5,4,2,2,3,5,4,5,5,3,1,2,1,5,2,Analytical,Practical,Work with Data,Data Scientist
U01465,5,3,4,1,1,5,5,3,3,5,5,2,1,1,3,2,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01466,5,4,5,2,1,3,5,2,4,5,3,1,1,3,4,2,Analytical,Project-Based,Work with Data,Data Scientist
U01467,5,5,4,1,1,5,5,5,4,4,4,1,1,1,4,2,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01468,4,5,3,1,2,4,5,3,5,4,2,2,3,2,3,3,Analytical,Project-Based,Work with Data,Data Scientist
U01469,4,5,3,1,3,5,5,3,3,4,4,1,1,1,3,3,Analytical,Practical,Work with Data,Data Scientist
U01470,4,5,3,2,3,3,4,3,5,3,3,1,1,2,4,3,Analytical,Project-Based,Work with Data,Data Scientist
U01471,5,3,2,1,3,5,5,4,3,5,4,1,4,2,4,3,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01472,5,4,3,2,3,5,4,4,5,3,3,2,4,2,3,2,Analytical,Practical,Build AI Systems,Data Scientist
U01473,5,4,4,2,1,3,4,5,5,3,5,2,1,2,3,4,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01474,5,3,3,2,1,5,5,4,4,3,3,2,2,2,3,4,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01475,5,5,2,1,3,4,5,4,4,5,3,1,2,1,4,2,Research-Oriented,Practical,Build AI Systems,Data Scientist
U01476,4,4,2,1,2,5,4,4,4,5,3,2,2,1,4,2,Analytical,Project-Based,Work with Data,Data Scientist
U01477,5,4,3,2,1,3,5,3,4,4,4,2,1,2,4,2,Research-Oriented,Practical,Work with Data,Data Scientist
U01478,5,5,3,2,2,3,3,4,5,4,4,1,1,1,4,2,Research-Oriented,Theory-First,Work with Data,Data Scientist
U01479,5,5,3,2,4,4,4,4,4,3,4,2,1,1,3,4,Analytical,Practical,Build AI Systems,Data Scientist
U01480,4,4,4,2,1,3,4,3,5,5,4,2,2,1,4,4,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01481,4,4,2,1,3,3,5,3,4,5,4,2,2,2,4,4,Analytical,Theory-First,Work with Data,Data Scientist
U01482,4,4,4,1,3,4,5,4,4,5,4,2,1,1,2,2,Research-Oriented,Project-Based,Work with Data,Data Scientist
U01483,4,5,3,2,1,3,4,3,5,4,3,1,3,2,3,2,Analytical,Theory-First,Build AI Systems,Data Scientist
U01484,5,5,4,1,2,3,5,3,5,3,4,2,4,1,3,4,Research-Oriented,Theory-First,Build AI Systems,Data Scientist
U01485,4,4,4,2,2,4,4,3,4,4,4,2,4,1,3,3,Analytical,Theory-First,Work with Data,Data Scientist
U01486,4,4,4,2,1,3,5,5,5,4,3,2,2,1,4,4,Analytical,Practical,Build AI Systems,Data Scientist
U01487,5,4,2,1,4,2,5,3,5,4,3,2,2,1,3,3,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01488,4,5,4,1,2,3,4,3,4,4,3,2,4,1,3,3,Analytical,Project-Based,Work with Data,Data Scientist
U01489,5,5,3,1,1,5,5,5,5,4,4,1,2,2,4,1,Research-Oriented,Project-Based,Build AI Systems,Data Scientist
U01490,4,4,3,2,2,5,5,4,5,5,4,2,3,1,3,3,Analytical,Theory-First,Build AI Systems,Data Scientist
U01491,4,4,2,1,3,3,4,5,5,5,3,1,2,2,3,3,Analytical,Practical,Work with Data,Data Scientist
